1,9.53987,-0.79126,1.61509,0.01108,-0.02414,0.00638,-35.06441,-1.84983,21.80202,35.70588
2,9.49716,-0.83393,1.59063,0.02075,-0.0124,0.00329,-34.91158,-1.69272,21.81082,35.70588
3,9.40189,-0.76242,1.58574,0.01523,0.01303,0.01306,-34.98824,-1.69261,21.64273,35.70588
4,9.47812,-0.71937,1.57261,0.00137,0.00033,0.00656,-34.98713,-1.77093,21.72279,35.70588
5,9.47307,-0.77154,1.55534,-0.00932,-0.01773,0.00649,-34.98998,-1.6933,21.81,35.61176
6,9.56821,-0.71056,1.64925,-0.01352,-0.03046,-0.00009,-34.98911,-1.69296,21.72636,35.70588
7,9.53008,-0.69155,1.65383,-0.01668,-0.02827,-0.0054,-34.98713,-1.77093,21.72279,35.70588
8,9.49653,-0.6529,1.60876,-0.01457,-0.01655,-0.00416,-35.06925,-1.69423,21.89281,35.61176
9,9.5399,-0.65663,1.50491,-0.02094,-0.03566,-0.00751,-34.90872,-1.77034,21.72361,35.61176
10,9.53007,-0.50926,1.54411,-0.04026,-0.03781,-0.00649,-34.83119,-1.77011,21.80806,35.61176
11,9.61534,-0.64947,1.74022,-0.04678,-0.0102,-0.00424,-34.91046,-1.77104,21.89087,35.70588
12,9.56796,-0.62991,1.6879,-0.05429,-0.0038,-0.00526,-34.98998,-1.6933,21.81,35.70588
13,9.54437,-0.70108,1.65387,-0.03713,-0.00488,-0.00418,-34.98601,-1.84924,21.80285,35.70588
14,9.53949,-0.76246,1.60336,-0.01984,-0.01645,-0.01269,-34.98998,-1.6933,21.81,35.61176
15,9.50162,-0.68565,1.54693,-0.02094,-0.01754,-0.01057,-34.90934,-1.84935,21.97093,35.61176
16,9.4921,-0.66178,1.54233,-0.02092,-0.01753,-0.01164,-34.98601,-1.84924,21.80285,35.61176
17,9.55335,-0.69171,1.67992,-0.0027,-0.01968,-0.0095,-34.83007,-1.84842,21.88812,35.61176
18,9.46776,-0.69626,1.65546,0.01004,0.00045,-0.0008,-34.90649,-1.92698,21.88372,35.61176
19,9.43496,-0.75339,1.63821,0.02285,0.00888,0.00346,-34.90562,-1.92663,21.80009,35.70588
20,9.50187,-0.73857,1.58684,0.02072,0.00143,0.0034,-34.90649,-1.92698,21.88372,35.70588
21,9.53987,-0.79126,1.61509,0.01108,-0.02414,0.00638,-35.06441,-1.84983,21.80202,35.70588
22,9.49716,-0.83393,1.59063,0.02075,-0.0124,0.00329,-34.91158,-1.69272,21.81082,35.70588
23,9.40189,-0.76242,1.58574,0.01523,0.01303,0.01306,-34.98824,-1.69261,21.64273,35.70588
24,9.47812,-0.71937,1.57261,0.00137,0.00033,0.00656,-34.98713,-1.77093,21.72279,35.70588
25,9.47307,-0.77154,1.55534,-0.00932,-0.01773,0.00649,-34.98998,-1.6933,21.81,35.61176
26,9.56821,-0.71056,1.64925,-0.01352,-0.03046,-0.00009,-34.98911,-1.69296,21.72636,35.70588
27,9.53008,-0.69155,1.65383,-0.01668,-0.02827,-0.0054,-34.98713,-1.77093,21.72279,35.70588
28,9.49653,-0.6529,1.60876,-0.01457,-0.01655,-0.00416,-35.06925,-1.69423,21.89281,35.61176
29,9.5399,-0.65663,1.50491,-0.02094,-0.03566,-0.00751,-34.90872,-1.77034,21.72361,35.61176
30,9.53007,-0.50926,1.54411,-0.04026,-0.03781,-0.00649,-34.83119,-1.77011,21.80806,35.61176
31,9.61534,-0.64947,1.74022,-0.04678,-0.0102,-0.00424,-34.91046,-1.77104,21.89087,35.70588
32,9.56796,-0.62991,1.6879,-0.05429,-0.0038,-0.00526,-34.98998,-1.6933,21.81,35.70588
33,9.54437,-0.70108,1.65387,-0.03713,-0.00488,-0.00418,-34.98601,-1.84924,21.80285,35.70588
34,9.53949,-0.76246,1.60336,-0.01984,-0.01645,-0.01269,-34.98998,-1.6933,21.81,35.61176
35,9.50162,-0.68565,1.54693,-0.02094,-0.01754,-0.01057,-34.90934,-1.84935,21.97093,35.61176
36,9.4921,-0.66178,1.54233,-0.02092,-0.01753,-0.01164,-34.98601,-1.84924,21.80285,35.61176
37,9.55335,-0.69171,1.67992,-0.0027,-0.01968,-0.0095,-34.83007,-1.84842,21.88812,35.61176
38,9.46776,-0.69626,1.65546,0.01004,0.00045,-0.0008,-34.90649,-1.92698,21.88372,35.61176
39,9.43496,-0.75339,1.63821,0.02285,0.00888,0.00346,-34.90562,-1.92663,21.80009,35.70588
40,9.50187,-0.73857,1.58684,0.02072,0.00143,0.0034,-34.90649,-1.92698,21.88372,35.70588
41,9.53987,-0.79126,1.61509,0.01108,-0.02414,0.00638,-35.06441,-1.84983,21.80202,35.70588
42,9.49716,-0.83393,1.59063,0.02075,-0.0124,0.00329,-34.91158,-1.69272,21.81082,35.70588
43,9.40189,-0.76242,1.58574,0.01523,0.01303,0.01306,-34.98824,-1.69261,21.64273,35.70588
44,9.47812,-0.71937,1.57261,0.00137,0.00033,0.00656,-34.98713,-1.77093,21.72279,35.70588
45,9.47307,-0.77154,1.55534,-0.00932,-0.01773,0.00649,-34.98998,-1.6933,21.81,35.61176
46,9.56821,-0.71056,1.64925,-0.01352,-0.03046,-0.00009,-34.98911,-1.69296,21.72636,35.70588
47,9.53008,-0.69155,1.65383,-0.01668,-0.02827,-0.0054,-34.98713,-1.77093,21.72279,35.70588
48,9.49653,-0.6529,1.60876,-0.01457,-0.01655,-0.00416,-35.06925,-1.69423,21.89281,35.61176
49,9.5399,-0.65663,1.50491,-0.02094,-0.03566,-0.00751,-34.90872,-1.77034,21.72361,35.61176
50,9.53007,-0.50926,1.54411,-0.04026,-0.03781,-0.00649,-34.83119,-1.77011,21.80806,35.61176
51,9.61534,-0.64947,1.74022,-0.04678,-0.0102,-0.00424,-34.91046,-1.77104,21.89087,35.70588
52,9.56796,-0.62991,1.6879,-0.05429,-0.0038,-0.00526,-34.98998,-1.6933,21.81,35.70588
53,9.54437,-0.70108,1.65387,-0.03713,-0.00488,-0.00418,-34.98601,-1.84924,21.80285,35.70588
54,9.53949,-0.76246,1.60336,-0.01984,-0.01645,-0.01269,-34.98998,-1.6933,21.81,35.61176
55,9.50162,-0.68565,1.54693,-0.02094,-0.01754,-0.01057,-34.90934,-1.84935,21.97093,35.61176
56,9.4921,-0.66178,1.54233,-0.02092,-0.01753,-0.01164,-34.98601,-1.84924,21.80285,35.61176
57,9.55335,-0.69171,1.67992,-0.0027,-0.01968,-0.0095,-34.83007,-1.84842,21.88812,35.61176
58,9.46776,-0.69626,1.65546,0.01004,0.00045,-0.0008,-34.90649,-1.92698,21.88372,35.61176
59,9.43496,-0.75339,1.63821,0.02285,0.00888,0.00346,-34.90562,-1.92663,21.80009,35.70588
60,9.50187,-0.73857,1.58684,0.02072,0.00143,0.0034,-34.90649,-1.92698,21.88372,35.70588
61,9.53987,-0.79126,1.61509,0.01108,-0.02414,0.00638,-35.06441,-1.84983,21.80202,35.70588
62,9.49716,-0.83393,1.59063,0.02075,-0.0124,0.00329,-34.91158,-1.69272,21.81082,35.70588
63,9.40189,-0.76242,1.58574,0.01523,0.01303,0.01306,-34.98824,-1.69261,21.64273,35.70588
64,9.47812,-0.71937,1.57261,0.00137,0.00033,0.00656,-34.98713,-1.77093,21.72279,35.70588
65,9.47307,-0.77154,1.55534,-0.00932,-0.01773,0.00649,-34.98998,-1.6933,21.81,35.61176
66,9.56821,-0.71056,1.64925,-0.01352,-0.03046,-0.00009,-34.98911,-1.69296,21.72636,35.70588
67,9.53008,-0.69155,1.65383,-0.01668,-0.02827,-0.0054,-34.98713,-1.77093,21.72279,35.70588
68,9.49653,-0.6529,1.60876,-0.01457,-0.01655,-0.00416,-35.06925,-1.69423,21.89281,35.61176
69,9.5399,-0.65663,1.50491,-0.02094,-0.03566,-0.00751,-34.90872,-1.77034,21.72361,35.61176
70,9.53007,-0.50926,1.54411,-0.04026,-0.03781,-0.00649,-34.83119,-1.77011,21.80806,35.61176
71,9.61534,-0.64947,1.74022,-0.04678,-0.0102,-0.00424,-34.91046,-1.77104,21.89087,35.70588
72,9.56796,-0.62991,1.6879,-0.05429,-0.0038,-0.00526,-34.98998,-1.6933,21.81,35.70588
73,9.54437,-0.70108,1.65387,-0.03713,-0.00488,-0.00418,-34.98601,-1.84924,21.80285,35.70588
74,9.53949,-0.76246,1.60336,-0.01984,-0.01645,-0.01269,-34.98998,-1.6933,21.81,35.61176
75,9.50162,-0.68565,1.54693,-0.02094,-0.01754,-0.01057,-34.90934,-1.84935,21.97093,35.61176
